1178,1211
694,267
1394,455
74,655
842,1031
1418,523
1494,467
1086,839
1430,1015
1326,607
206,1463
918,1431
1562,1783
1166,519
1478,1543
1402,143
10,415
1730,1007
90,1395
446,931
1750,427
1722,1379
1286,1191
690,403
38,1899
1254,19
1998,187
682,651
606,795
1646,1375
610,1503
1058,1079
2030,479
1866,831
1106,155
326,967
866,743
778,547
502,2043
1230,1019
1102,803
1366,2039
1502,247
1518,1703
1926,1003
310,771
398,755
2010,951
1598,1615
586,1927
882,451
1090,971
498,1635
1958,1295
1714,611
1314,763
246,1451
402,759
142,659
914,1643
146,491
1022,259
114,1427
802,1407
546,1167
926,1751
1470,1443
1962,1127
1414,1439
1146,515
938,791
1170,615
1678,1531
2002,423
210,1411
1642,1715
1810,683
1274,1523
1874,691
1658,371
718,435
618,1547
886,943
562,1135
794,231
734,1863
138,1095
730,1231
822,1839
234,1207
70,739
50,1291
1698,343
1522,3
1010,131
1434,1787
1510,1983
1906,307
1630,291
1914,595
62,1067
1034,551
1338,863
870,1655
1838,1183
430,1847
410,335
862,511
254,591
1614,787
1150,1827
194,503
1746,1227
358,51
330,331
766,635
1182,1355
190,1103
1038,323
214,1243
1062,1735
1570,287
1250,1995
370,1791
1318,1455
662,1499
158,1803
174,303
990,1107
1798,995
474,235
130,2027
658,1563
602,71
906,1919
1878,47
414,1151
366,915
646,583
942,747
378,719
42,175
266,1855
630,399
230,159
1802,1023
838,1383
506,1771
1594,1315
1710,1447
362,167
642,1683
634,2015
1586,443
898,79
2006,1219
1734,239
1466,1619
1298,879
1946,387
706,251
1398,975
1114,1303
470,867
102,699
1754,1307
1526,959
1350,1811
890,955
818,911
290,1055
1978,1587
294,1051
1174,811
382,2019
934,1047
742,1599
34,1399
1650,367
946,1907
1490,1423
774,383
534,1691
250,1267
1662,883
1054,1299
342,1879
1942,363
434,1483
426,1675
982,1495
830,1259
486,979
1066,43
1070,827
1546,1591
850,1891
1018,663
438,191
754,631
1342,123
22,395
1222,1283
1358,199
450,1727
1970,1043
1158,1091
1694,59
1154,1991
1438,407
14,1975
786,1719
1870,1611
166,91
1774,963
1770,1627
790,919
286,1571
1938,999
758,1931
1390,15
1682,1235
1894,1515
1514,1647
1950,1139
162,315
1558,1327
1898,119
1806,1887
930,411
974,779
578,391
678,355
1186,1799
1370,1275
1654,27
482,1631
574,1639
238,2047
1278,851
354,39
390,1083
458,1111
1850,279
902,295
1702,1459
1538,891
30,1131
1762,819
258,183
66,983
722,1699
1974,471
1826,703
526,1247
1242,1039
958,495
762,535
1782,1351
126,151
1578,163
1002,1999
282,1911
1582,1659
2034,1843
1442,1851
714,419
226,579
1982,627
18,903
1042,1475
614,723
1238,1763
1550,2003
134,139
418,1947
302,887
1862,171
1986,83
874,475
1846,67
350,1567
490,1551
1690,1143
858,1063
518,1331
626,223
1282,1959
738,1663
1374,1323
1458,1319
1790,587
334,835
218,1939
154,1871
894,1971
1110,1011
998,1255
750,1175
1566,99
810,1583
2046,1767
1014,947
806,179
1258,1739
318,1367
58,899
478,1271
1666,671
1738,1723
1346,1511
1930,1623
986,1287
1454,1403
274,1099
1266,559
1210,1519
510,1755
1590,1263
186,1343
1934,107
1378,283
1882,1707
78,1087
306,1359
2,527
1814,539
1542,1371
1046,1895
374,939
202,1155
2038,1815
98,375
598,1487
1246,1147
878,1711
1074,735
1202,923
514,299
530,543
1214,1159
1030,1859
1198,319
118,775
1766,799
1270,1967
1322,1163
654,1875
1190,639
962,1651
1918,1435
1534,575
1262,1027
222,255
1786,1239
466,211
1858,807
110,751
1574,31
1386,987
1078,1607
1818,1595
590,1071
582,63
1602,935
558,1339
1130,1419
278,1679
406,1835
442,859
770,991
198,1955
242,1539
54,1335
262,507
542,127
1606,1187
1622,1667
1302,35
6,603
798,55
1382,1915
1670,675
1098,619
26,1743
1122,1059
1006,707
1462,219
1334,1279
1290,1603
150,1311
1758,1363
1206,95
1530,243
638,1775
338,843
314,75
2018,563
322,351
122,203
1634,1951
298,531
1830,11
854,895
1094,1527
686,907
1362,147
1306,1251
2042,1123
1446,339
1842,1467
170,103
1050,271
1354,731
1142,1535
1450,1479
970,2023
1194,359
1994,1391
1718,555
666,1035
1674,347
1990,1819
698,1987
1234,439
1822,783
570,431
978,275
954,1119
1410,1731
1426,1935
950,447
566,1115
46,847
1742,1203
394,1179
594,871
1626,1963
106,23
1726,463
1138,1807
1834,815
2026,1779
710,459
1554,115
1226,1831
1890,715
2022,711
